TIME,INFLOW(m3/s),STORAGE(1000m3),ELEVATION(m),OUTFLOW(m3/s),
  254,   125.70712185,641144.57208833,   210.22718721,   196.00001045,
  255,    87.35356092,640822.48127955,   210.22109162,   196.00001044,
  256,   141.67678046,640529.13585628,   210.21554004,   196.00001043,
  257,   242.33839023,640514.76312598,   210.21526804,   196.00001043,
  258,   219.16919512,640639.87674216,   210.21763582,   196.00001044,
  259,   281.08459756,640834.73353137,   210.22132350,   196.00001044,
  260,   312.04229878,641196.76190709,   210.22817490,   196.00001046,
  261,   180.52114939,641428.17607607,   210.23255443,   168.00001047,
  262,   185.26057469,641431.38314189,   210.23261512,   196.00001047,
  263,   190.63028735,641755.18665570,   210.23874312,     0.00001048,
  264,   104.81514367,642286.98839373,   210.24880750,     0.00001050,
  265,    57.40757184,642578.98924364,   210.25433363,     0.00001051,
  266,    33.70378592,642742.98964971,   210.25743735,     0.00001051,
  267,    21.85189296,642842.98983387,   210.25932986,     0.00001052,
  268,    15.92594648,642910.98990706,   210.26061677,     0.00001052,
  269,    12.96297324,642548.98992456,   210.25376590,   230.00001051,
  270,    14.48148662,641770.38991464,   210.23903085,   230.00001048,
  271,    16.74074331,641110.18989080,   210.22653652,   168.00001045,
  272,    18.87037165,640569.48986000,   210.21630374,   168.00001043,
  273,    19.93518583,640034.53982592,   210.20617978,   168.00001041,
  274,   240.96759291,639899.36479011,   210.20362159,   168.00001041,
  275,   277.98379646,640228.67725354,   210.20985385,   168.00001042,
  276,   443.49189823,640922.53346658,   210.22298511,   168.00001045,
  277,   526.24594911,642063.26155401,   210.24457346,   168.00001049,
  278,   567.62297456,643427.42557884,   210.27039034,   168.00001054,
  279,   588.31148728,644903.30757211,   210.29832149,   168.00001060,
  280,   598.65574364,646435.04854956,   210.32730978,   168.00001065,
  281,   603.82787182,647944.31901908,   210.35587281,   196.00001071,
  282,   546.91393591,649310.05423431,   210.38171942,   196.00001076,
  283,   371.45696795,650257.52182240,   210.39965030,   196.00001080,
  284,   283.72848398,650731.25559692,   210.40861574,   196.00001082,
  285,   239.86424199,650968.12246466,   210.41309846,   196.00001083,
  286,   144.43212099,650954.25587921,   210.41283603,   196.00001083,
  287,    77.21606050,651000.42256675,   210.41370974,     0.00001083,
  288,    43.60803025,651217.90589099,   210.41782562,     0.00001084,
  289,    26.80401512,651344.64753380,   210.42022422,     0.00001084,
  290,    18.40200756,651426.01833568,   210.42176416,     0.00001084,
  291,    14.20100378,651484.70371709,   210.42287479,     0.00001085,
  292,    12.10050189,651532.04638805,   210.42377075,     0.00001085,
  293,    11.05025095,651573.71770401,   210.42455938,     0.00001085,
  294,    10.52512547,651259.75334268,   210.41861759,   196.00001084,
  295,    29.76256274,650626.67114248,   210.40663647,   196.00001081,
  296,    39.38128137,650095.93002286,   210.39659217,   168.00001079,
  297,    30.19064068,649616.35944352,   210.38751627,   168.00001078,
  298,    99.09532034,649244.27413454,   210.38047453,   168.00001076,
  299,   133.54766017,649058.23146052,   210.37695366,   168.00001075,
  300,   224.27383009,649047.11010442,   210.37674319,   196.00001075,
  301,   210.13691504,649123.44940705,   210.37818791,   196.00001076,
  302,   110.06845752,648933.01903906,   210.37458401,   230.00001075,
  303,   230.03422876,648717.20383553,   210.37049969,   230.00001074,
  304,   377.01711438,648981.89621468,   210.37550901,   230.00001075,
  305,   450.50855719,649706.44238472,   210.38922109,   195.00001078,
  306,   469.75427860,650660.91545043,   210.40728455,   195.00001081,
  307,   405.87713930,651535.05196376,   210.42382763,   195.00001085,
  308,   300.43856965,652041.42020068,   210.43341068,   230.00001087,
  309,   191.71928482,652099.30429940,   210.43450614,   230.00001087,
  310,   137.35964241,651863.64632945,   210.43004630,   230.00001086,
  311,   183.67982121,652027.51732473,   210.43314756,     0.00001087,
  312,   312.33991060,652920.35280285,   210.45004453,     0.00001090,
  313,   303.16995530,654028.27052217,   210.47101193,     0.00001094,
  314,   225.08497765,654979.12936190,   210.48900699,     0.00001098,
  315,   117.54248883,655595.85876201,   210.50067863,     0.00001100,
  316,    83.27124441,655957.32344211,   210.50751937,     0.00001102,
  317,    66.13562221,656226.25576242,   210.51260893,     0.00001103,
  318,    57.56781110,656097.92190284,   210.51018020,   195.00001102,
  319,    52.78390555,655594.55495309,   210.50065395,   195.00001100,
  320,    50.39195278,655078.27145847,   210.49088326,   195.00001098,
  321,    49.19597639,654555.52969164,   210.48099034,   195.00001096,
  322,    48.59798819,654029.55878848,   210.47103631,   195.00001094,
  323,   121.79899410,653634.27331737,   210.46355551,   195.00001093,
  324,   231.89949705,653568.93056229,   210.46231890,   195.00001092,
  325,   286.94974852,653800.85916480,   210.46670816,   195.00001093,
  326,   314.47487426,654181.42344631,   210.47391036,   195.00001095,
  327,   254.73743713,654504.00556754,   210.48001525,   195.00001096,
  328,   371.86871857,654929.89660820,   210.48807526,   195.00001098,
  329,   430.43435928,655726.04210876,   210.50314236,   165.00001101,
  330,   371.21717964,656575.01483921,   210.51920921,   165.00001104,
  331,   194.10858982,656944.60118469,   210.52620366,   195.00001105,
  332,   415.05429491,657339.09433726,   210.53366946,   195.00001107,
  333,   452.02714746,658197.84089359,   210.54992129,   195.00001110,
  334,   470.51357373,659102.41415180,   210.56704039,   225.00001113,
  335,   494.75678686,660083.90076074,   210.58561508,   195.00001117,
  336,   344.87839343,660893.24404497,   210.60093195,   195.00001120,
  337,   269.93919672,661297.91566705,   210.60859038,   195.00001122,
  338,   158.96959836,661718.95145792,   210.61655851,     0.00001123,
  339,    85.98479918,662159.86933298,   210.62490290,     0.00001125,
  340,    49.49239959,662403.72825012,   210.62951795,     0.00001126,
  341,    31.24619979,662198.05768852,   210.62562562,   195.00001125,
  342,    22.12309990,661592.12238755,   210.61415826,   195.00001123,
  343,    17.56154995,660961.55471668,   210.60222473,   195.00001120,
  344,    15.28077497,660318.67086129,   210.59005812,   195.00001118,
  345,    31.64038749,659701.12891364,   210.57837110,   195.00001116,
  346,   333.82019374,659656.95791964,   210.57753516,   195.00001116,
  347,   411.41009687,660296.37240247,   210.58963612,   195.00001118,
  348,   523.70504844,661277.57962391,   210.60820552,   195.00001122,
  349,   432.85252422,661946.38321425,   210.62086266,   390.00001124,
  350,   221.42626211,661720.08498904,   210.61657996,   390.00001123,
  351,   305.71313105,661264.93585626,   210.60796623,   390.00001122,
  352,   347.85656553,661388.36126992,   210.61030207,   195.00001122,
  353,   344.92828276,661933.37395636,   210.62061646,   195.00001124,
  354,   416.96414138,662602.78027941,   210.63328502,   195.00001127,
  355,   379.48207069,663334.38342060,   210.64713065,   195.00001129,
  356,   434.24103535,664097.08497089,   210.66156482,   195.00001132,
  357,   461.62051767,665007.63572544,   210.67879704,   195.00001136,
  358,   475.31025884,665992.11108211,   210.69742829,   195.00001139,
  359,   555.65512942,667145.84873985,   210.71926285,   195.00001144,
  360,   522.32756471,668735.21754812,   210.74934174,     0.00001150,
  361,   408.16378235,670410.10193123,   210.78103902,     0.00001156,
  362,   351.08189118,671776.74410175,   210.80690280,     0.00001161,
  363,   322.54094559,672989.26516599,   210.82984983,     0.00001166,
  364,   308.27047279,674124.72567701,   210.85133849,     0.00001170,
  365,   301.13523640,674870.65591126,   210.86545526,   195.00001173,
  366,   248.06761820,675157.22100711,   210.87087852,   195.00001174,
  367,   148.03380910,675222.20353379,   210.87210832,   165.00001174,
  368,    83.01690455,674990.09477611,   210.86771565,   195.00001174,
  369,    46.50845227,674521.24037624,   210.85884255,   195.00001172,
  370,   113.25422614,674106.81315527,   210.85099949,   195.00001170,
  371,   227.62711307,674018.39952355,   210.84932626,   195.00001170,
  372,   358.31355653,674371.09268665,   210.85600100,   195.00001171,
  373,   423.65677827,675076.63924718,   210.86935351,   195.00001174,
  374,   382.82838913,675826.31250620,   210.88354111,   195.00001177,
  375,   288.91419457,676333.44911447,   210.89313870,   195.00001179,
  376,   315.45709728,676719.31739736,   210.90044128,   195.00001180,
  377,   402.22854864,677309.15151734,   210.91160393,   195.00001182,
  378,   372.11427432,678000.96855605,   210.92469660,   195.00001185,
  379,   210.05713716,678346.87705386,   210.93124294,   195.00001186,
  380,   129.02856858,678255.23128131,   210.92950854,   195.00001186,
  381,    88.51428429,677944.80837387,   210.92363377,   195.00001185,
  382,   141.75714215,677657.29689897,   210.91819260,   195.00001184,
  383,   241.87857107,677645.84114006,   210.91797580,   195.00001184,
  384,   365.43928554,678388.01323937,   210.93202145,     0.00001186,
  385,   402.71964277,679770.69926756,   210.95818886,     0.00001192,
  386,   206.35982138,680867.04226020,   210.97893721,     0.00001196,
  387,   108.17991069,681433.21373485,   210.98965204,     0.00001198,
  388,    59.08995535,681734.29945072,   210.99535010,     0.00001199,
  389,    34.54497767,681902.84228703,   210.99853979,     0.00001200,
  390,    22.27248884,681654.11368338,   210.99383258,   195.00001199,
  391,    20.13624442,681028.44936009,   210.98199185,   195.00001196,
  392,    34.06812221,680424.01717678,   210.97055294,   195.00001194,
  393,    41.03406110,679857.20106388,   210.95982591,   195.00001192,
  394,    25.51703055,679625.99298597,   210.95545028,     0.00001191,
  395,    17.75851528,679703.88892556,   210.95692447,     0.00001191,
  396,    13.87925764,679760.83687411,   210.95800221,     0.00001192,
  397,    11.93962882,679807.31082693,   210.95888173,     0.00001192,
  398,    10.96981441,679848.54778167,   210.95966215,     0.00001192,
  399,    10.48490720,679536.16623779,   210.95375031,   195.00001191,
  400,    29.24245360,678905.67544442,   210.94181823,   195.00001188,
  401,    38.62122680,678325.83002651,   210.93084463,   195.00001186,
  402,    43.31061340,677771.30729635,   210.92035025,   195.00001184,
  403,    45.65530670,677229.44590982,   210.91009549,   195.00001182,
  404,    27.82765335,676659.71519530,   210.89931331,   195.00001180,
  405,    18.91382668,676041.84981702,   210.88762017,   195.00001178,
  406,    14.45691334,675399.91710685,   210.87547156,   195.00001175,
  407,    31.22845667,675131.15073073,   210.87038514,     0.00001174,
  408,    20.61422833,675224.46752165,   210.87215116,     0.00001174,
  409,    15.30711417,675289.12589586,   210.87337483,     0.00001175,
  410,    12.65355708,675339.45506194,   210.87432731,     0.00001175,
  411,    11.32677854,675382.61962374,   210.87514420,     0.00001175,
  412,    10.66338927,675422.20188339,   210.87589330,     0.00001175,
  413,    10.33169464,675459.99299219,   210.87660850,     0.00001175,
  414,    10.16584732,675145.88852556,   210.87066405,   195.00001174,
  415,    10.08292366,674480.33627122,   210.85806844,   195.00001172,
  416,    29.04146183,673848.76012281,   210.84611582,   195.00001169,
  417,    38.52073091,673268.37202757,   210.83513195,   195.00001167,
  418,    24.26036546,672679.37795914,   210.82398520,   195.00001165,
  419,   109.63018273,672218.38090389,   210.81526080,   195.00001163,
  420,   152.31509136,671987.88235524,   210.81089861,   195.00001162,
  421,   173.65754568,671872.63306010,   210.80871751,   195.00001162,
  422,   110.82877284,671682.70839150,   210.80512317,   195.00001161,
  423,    79.41438642,671323.14603638,   210.79831843,   195.00001160,
  424,   357.70719321,671407.96483812,   210.79992363,   195.00001160,
  425,   496.85359661,672244.17421817,   210.81574894,   195.00001163,
  426,   492.92679830,673323.77888717,   210.83618052,   195.00001167,
  427,   417.46339915,674260.48120064,   210.85390767,   195.00001171,
  428,   306.23169958,674861.13233613,   210.86527503,   195.00001173,
