TIME,INFLOW (m3/s),OUTFLOW (m3/s),
  256,   446.49000000,   388.94230775,
  257,   428.67000000,   417.71615388,
  258,   428.67000000,   423.19307694,
  259,   446.49000000,   425.93153847,
  260,   446.49000000,   436.21076923,
  261,   300.96000000,   441.35038462,
  262,   365.31000000,   371.15519231,
  263,   300.96000000,   368.23259615,
  264,   155.43000000,   334.59629808,
  265,   155.43000000,   245.01314904,
  266,   300.96000000,   200.22157452,
  267,   137.61000000,   250.59078726,
  268,   137.61000000,   194.10039363,
  269,   137.61000000,   165.85519681,
  270,   137.61000000,   151.73259841,
  271,     1.00000000,   144.67129920,
  272,   155.43000000,    72.83564960,
  273,     9.90000000,   114.13282480,
  274,     9.90000000,    62.01641240,
  275,   155.43000000,    35.95820620,
  276,   446.49000000,    95.69410310,
  277,   592.02000000,   271.09205155,
  278,   592.02000000,   431.55602578,
  279,   592.02000000,   511.78801289,
  280,   592.02000000,   551.90400644,
  281,   574.20000000,   571.96200322,
  282,   574.20000000,   573.08100161,
  283,   300.96000000,   573.64050081,
  284,   300.96000000,   437.30025040,
  285,   300.96000000,   369.13012520,
  286,   300.96000000,   335.04506260,
  287,   155.43000000,   318.00253130,
  288,   137.61000000,   236.71626565,
  289,   137.61000000,   187.16313283,
  290,   137.61000000,   162.38656641,
  291,   283.14000000,   149.99828321,
  292,   283.14000000,   216.56914160,
  293,   283.14000000,   249.85457080,
  294,   155.43000000,   266.49728540,
  295,     9.90000000,   210.96364270,
  296,     9.90000000,   110.43182135,
  297,     9.90000000,    60.16591068,
  298,   300.96000000,    35.03295534,
  299,   592.02000000,   167.99647767,
  300,   446.49000000,   380.00823883,
  301,   219.78000000,   413.24911942,
  302,   156.42000000,   316.51455971,
  303,   301.95000000,   236.46727985,
  304,   510.84000000,   269.20863993,
  305,   510.84000000,   390.02431996,
  306,   428.67000000,   450.43215998,
  307,   446.49000000,   439.55107999,
  308,   300.96000000,   443.02054000,
  309,   156.42000000,   371.99027000,
  310,    10.89000000,   264.20513500,
  311,   446.49000000,   137.54756750,
  312,   592.02000000,   292.01878375,
  313,   446.49000000,   442.01939187,
  314,   592.02000000,   444.25469594,
  315,   137.61000000,   518.13734797,
  316,   137.61000000,   327.87367398,
  317,   137.61000000,   232.74183699,
  318,     1.00000000,   185.17591850,
  319,   137.61000000,    93.08795925,
  320,     1.00000000,   115.34897962,
  321,     1.00000000,    58.17448981,
  322,   155.43000000,    29.58724491,
  323,   300.96000000,    92.50862245,
  324,   283.14000000,   196.73431123,
  325,   155.43000000,   239.93715561,
  326,   381.15000000,   197.68357781,
  327,   526.68000000,   289.41678890,
  328,   541.53000000,   408.04839445,
  329,   592.02000000,   474.78919723,
  330,   574.20000000,   533.40459861,
  331,    46.53000000,   553.80229931,
  332,   300.96000000,   300.16614965,
  333,   155.43000000,   300.56307483,
  334,   592.02000000,   227.99653741,
  335,   592.02000000,   410.00826871,
  336,   592.02000000,   501.01413435,
  337,   155.43000000,   546.51706718,
  338,     1.00000000,   350.97353359,
  339,     1.00000000,   175.98676679,
  340,     1.00000000,    88.49338340,
  341,     1.00000000,    44.74669170,
  342,     1.00000000,    22.87334585,
  343,   137.61000000,    11.93667292,
  344,     9.90000000,    74.77333646,
  345,   155.43000000,    42.33666823,
  346,   155.43000000,    98.88333412,
  347,   155.43000000,   127.15666706,
  348,   428.67000000,   141.29333353,
  349,   218.79000000,   284.98166676,
  350,   318.78000000,   251.88583338,
  351,   609.84000000,   285.33291669,
  352,   592.02000000,   447.58645835,
  353,   428.67000000,   519.80322917,
  354,   283.14000000,   474.23661459,
  355,   446.49000000,   378.68830729,
  356,   300.96000000,   412.58915365,
  357,   300.96000000,   356.77457682,
  358,   365.31000000,   328.86728841,
  359,   473.22000000,   347.08864421,
  360,   446.49000000,   410.15432210,
  361,   155.43000000,   428.32216105,
  362,   283.14000000,   291.87608053,
  363,   283.14000000,   287.50804026,
  364,     1.00000000,   285.32402013,
  365,   155.43000000,   143.16201007,
  366,   155.43000000,   149.29600503,
  367,     1.00000000,   152.36300252,
  368,   155.43000000,    76.68150126,
  369,     9.90000000,   116.05575063,
  370,   155.43000000,    62.97787531,
  371,   300.96000000,   109.20393766,
  372,   283.14000000,   205.08196883,
  373,   283.14000000,   244.11098441,
  374,   446.49000000,   263.62549221,
  375,   592.02000000,   355.05774610,
  376,   446.49000000,   473.53887305,
  377,   446.49000000,   460.01443653,
  378,   446.49000000,   453.25221826,
  379,   155.43000000,   449.87110913,
  380,     9.90000000,   302.65055457,
  381,     9.90000000,   156.27527728,
  382,   155.43000000,    83.08763864,
  383,   300.96000000,   119.25881932,
  384,   446.49000000,   210.10940966,
  385,   446.49000000,   328.29970483,
  386,   283.14000000,   387.39485242,
  387,   137.61000000,   335.26742621,
  388,     1.00000000,   236.43871310,
  389,     1.00000000,   118.71935655,
  390,     1.00000000,    59.85967828,
  391,     1.00000000,    30.42983914,
  392,    69.30000000,    15.71491957,
  393,   155.43000000,    42.50745978,
  394,   173.25000000,    98.96872989,
  395,   318.78000000,   136.10936495,
  396,   318.78000000,   227.44468247,
  397,   156.42000000,   273.11234124,
  398,   156.42000000,   214.76617062,
  399,   447.48000000,   185.59308531,
  400,   447.48000000,   316.53654265,
  401,   283.14000000,   382.00827133,
  402,   137.61000000,   332.57413566,
  403,   283.14000000,   235.09206783,
  404,   320.76000000,   259.11603392,
  405,   175.23000000,   289.93801696,
  406,   175.23000000,   232.58400848,
  407,   175.23000000,   203.90700424,
  408,   175.23000000,   189.56850212,
  409,   175.23000000,   182.39925106,
  410,     1.00000000,   178.81462553,
  411,     1.00000000,    89.90731276,
  412,     1.00000000,    45.45365638,
  413,     1.00000000,    23.22682819,
  414,     1.00000000,    12.11341410,
  415,     1.00000000,     6.55670705,
  416,    29.70000000,     3.77835352,
  417,   320.76000000,    16.73917676,
  418,   365.31000000,   168.74958838,
  419,   175.23000000,   267.02979419,
  420,   175.23000000,   221.12989710,
