TIME,INFLOW(m3/s),STORAGE(1000m3),ELEVATION(m),OUTFLOW(m3/s),
  343,     8.57084722,649868.37939026,   210.39228576,   195.00001078,
  344,     6.29224546,649193.13291843,   210.37950668,   195.00001076,
  345,    22.65392189,648543.23598082,   210.36720734,   195.00001073,
  346,   324.83561718,648466.71711266,   210.36575922,   195.00001073,
  347,   402.42719973,649073.79014446,   210.37724811,   195.00001075,
  348,   514.72356068,650022.66147458,   210.39520555,   195.00001079,
  349,   423.87215779,650659.13372905,   210.40725083,   390.00001081,
  350,   212.44680226,650400.50781834,   210.40235632,   390.00001080,
  351,   296.73441576,649913.03397195,   210.39313085,   390.00001079,
  352,   338.87846233,650004.13711388,   210.39485498,   195.00001079,
  353,   335.95069780,650516.82956321,   210.40455771,   195.00001081,
  354,   407.98698579,651153.91735460,   210.41661464,   195.00001083,
  355,   370.50526731,651853.20337107,   210.42984866,   195.00001086,
  356,   425.26452246,652583.58895347,   210.44367125,   195.00001089,
  357,   452.64424384,653461.82469370,   210.46029191,   195.00001092,
  358,   466.33418420,654413.98582484,   210.47831162,   195.00001096,
  359,   546.67921745,655535.40990846,   210.49953463,   195.00001100,
  360,   513.35169453,657092.46551043,   210.52900200,     0.00001106,
  361,   399.18773472,658735.03644306,   210.56008774,     0.00001112,
  362,   342.10538061,660069.36401040,   210.58533997,     0.00001117,
  363,   313.56358656,661249.56811111,   210.60767540,     0.00001122,
  364,   299.29178219,662352.70773427,   210.62855238,     0.00001126,
  365,   292.15479114,663066.31152580,   210.64205737,   195.00001128,
  366,   239.08515185,663320.54338248,   210.64686872,   195.00001129,
  367,   139.04920463,663353.18518340,   210.64748647,   165.00001129,
  368,    74.03015605,663088.72799194,   210.64248160,   195.00001128,
  369,    37.51966391,662587.51762707,   210.63299617,   195.00001127,
  370,   104.26356970,662140.72740686,   210.62454064,   195.00001125,
  371,   218.63479508,662019.94442312,   210.62225481,   195.00001124,
  372,   349.31984396,662340.26273291,   210.62831686,   195.00001126,
  373,   414.66195606,663013.42993228,   210.64105658,   195.00001128,
  374,   373.83266935,663730.72021754,   210.65463134,   195.00001131,
  375,   279.91773666,664205.47090761,   210.66361603,   195.00001133,
  376,   306.46003113,664558.95084889,   210.67030566,   195.00001134,
  377,   393.23096555,665116.39460208,   210.68085531,   195.00001136,
  378,   363.11626185,665775.81957051,   210.69333497,   195.00001139,
  379,   201.05877248,666089.33459146,   210.69926825,   195.00001140,
  380,   120.02991341,665965.29418504,   210.69692078,   195.00001139,
  381,    79.51539006,665622.47569029,   210.69043292,   195.00001138,
  382,   132.75804873,665302.56783917,   210.68437865,   195.00001137,
  383,   232.87931498,665258.71505301,   210.68354873,   195.00001137,
  384,   356.44407237,665968.49710916,   210.69698140,     0.00001139,
  385,   393.73731507,667318.82356533,   210.72253640,     0.00001145,
  386,   197.40240819,668382.87502607,   210.74267364,     0.00001149,
  387,    99.26413639,668916.87476486,   210.75277961,     0.00001151,
  388,    50.23701031,669185.97678746,   210.75787238,     0.00001152,
  389,    25.77349600,669322.79565733,   210.76046169,     0.00001152,
  390,    13.59408341,669042.65725874,   210.75516005,   195.00001151,
  391,    11.55585449,668385.92710570,   210.74273140,   195.00001149,
  392,    25.58575369,667750.78195890,   210.73071124,   195.00001146,
  393,    32.64478761,667153.59689192,   210.71940948,   195.00001144,
  394,    17.21296470,666892.34080490,   210.71446519,     0.00001143,
  395,     9.53020320,666940.47846588,   210.71537620,     0.00001143,
  396,     5.71451862,666967.91892408,   210.71589551,     0.00001143,
  397,     3.82546989,666985.09086221,   210.71622049,     0.00001143,
  398,     2.89654924,666997.19045557,   210.71644948,     0.00001143,
  399,     2.44522809,666655.80561355,   210.70998875,   195.00001142,
  400,    21.23038725,665996.42167991,   210.69750987,   195.00001140,
  401,    30.63254047,665387.77490896,   210.68599120,   195.00001137,
  402,    35.34129931,664804.52777976,   210.67495321,   195.00001135,
  403,    37.70188377,664234.00546855,   210.66415605,   195.00001133,
  404,    19.88733671,663635.66602472,   210.65283244,   195.00001131,
  405,    10.98429560,662989.23492216,   210.64059869,   195.00001128,
  406,     6.53636927,662318.77207826,   210.62791015,   195.00001126,
  407,    23.31525189,662021.50495600,   210.62228435,     0.00001124,
  408,    12.71191731,662086.35382026,   210.62351162,     0.00001125,
  409,     7.42482204,662122.59991058,   210.62419758,     0.00001125,
  410,     4.80430230,662144.61229399,   210.62461416,     0.00001125,
  411,     3.52919992,662159.61255735,   210.62489804,     0.00001125,
  412,     2.94135578,662171.25951699,   210.62511846,     0.00001125,
  413,     2.70627972,662181.42522048,   210.62531085,     0.00001125,
  414,     2.65005229,661840.06657742,   210.61885062,   195.00001124,
  415,     2.68210352,661147.66441735,   210.60574687,   195.00001121,
  416,    21.75534968,660489.65179290,   210.59329394,   195.00001119,
  417,    31.34339160,659883.22948688,   210.58181736,   195.00001116,
  418,    17.18253477,659268.57611404,   210.57018501,   195.00001114,
  419,   102.64078490,658782.25804954,   210.56098142,   195.00001112,
  420,   145.39989715,658526.73123736,   210.55614556,   195.00001111,
  421,   166.80138649,658386.69350810,   210.55349534,   195.00001111,
  422,   104.02032194,658172.17254338,   210.54943551,   195.00001110,
  423,    72.64507376,657788.17021580,   210.54216825,   195.00001108,
  424,   350.96999195,657848.67729435,   210.54331335,   195.00001109,
  425,   490.14349275,658660.68152676,   210.55868057,   195.00001112,
